Hotel Name,Room Type,Single Bed,Double Bed,Price
Marina View Deluxe Hotel Apartment,Double Room,Yes,Yes,"₹ 9,312"
Grand Nova Hotel,Double or Twin Room,Yes,Yes,"₹ 5,061"
Al Khoory Inn Bur Dubai,Superior Double Room,No,Yes,"₹ 7,524"
Parkside Hotel Apartment,Standard Studio,No,Yes,"₹ 4,447"
Sofitel Dubai Jumeirah Beach,Superior King Room with Partial Sea View - Pool Access,No,Yes,"₹ 25,008"
Baity Hotel Apartments,Deluxe One-Bedroom Apartment,No,Yes,"₹ 8,577"
Landmark Plaza Hotel,Classic Room with Double Bed,Yes,No,"₹ 4,279"
Royalton Hotel,Standard Twin Room,Yes,No,"₹ 3,177"
Grand Central Hotel,Deluxe Double Room,No,No,"₹ 5,146"
D3405 paramount five star 3 bedroom hotel apartment,Three-Bedroom Apartment,Yes,Yes,"₹ 34,307"
Arabian Ranches Golf Club,Deluxe Room,No,Yes,"₹ 10,192"
"Rove City Centre, Deira",Rover Room – Free DXB Airport shuttle service every one hour to T1 & T3,No,No,"₹ 8,805"
"InterContinental Residence Suites Dubai Festival City, an IHG Hotel",Classic Room,No,Yes,"₹ 17,236"
Manzil Downtown by Vida,Deluxe Room,No,No,"₹ 20,362"
Grand Millennium Dubai,Superior King Room,No,Yes,"₹ 14,824"
"Element Al Jaddaf, Dubai","Studio with 2 Double Beds (Complimentary Transfer to Dubai Mall, Festival City Mall, La Mer Beach & Al Jaddaf Metro)",No,Yes,"₹ 11,823"
Rahab Hotel,King Room,No,Yes,"₹ 3,173"
Vida Dubai Marina & Yacht Club,City View Deluxe Room with Private Balcony King,No,Yes,"₹ 20,384"
Boulevard City Suites Hotel Apartments,Standard One-Bedroom Apartment,No,Yes,"₹ 5,697"
Samaya Hotel Deira,Classic Room,No,No,"₹ 8,148"
Ramee Royal Hotel,Standard Double or Twin Room,No,No,"₹ 5,432"
Ascot Hotel,Deluxe Room,Yes,Yes,"₹ 5,231"
"The St. Regis Dubai, The Palm",Deluxe Twin Room with City View,Yes,No,"₹ 36,126"
Palazzo Versace Dubai,Deluxe Versace Room with City View,No,No,"₹ 30,972"
Avenue Hotel Dubai,Premium Double Room,Yes,Yes,"₹ 6,570"
Hive Hotel,Deluxe Double or Twin Room,No,No,"₹ 3,983"
Carlton Downtown Hotel,Deluxe Room,No,Yes,"₹ 18,459"
Wave International Hotel,Standard Double or Twin Room,Yes,Yes,"₹ 4,765"
Pullman Dubai Jumeirah Lakes Towers,"Superior King Room, including free beach transfer",No,Yes,"₹ 23,442"
Mövenpick Hotel Apartments Downtown Dubai,Deluxe King - Burj Khalifa View,No,Yes,"₹ 16,851"
24 Gold Hotel,King Room,No,Yes,"₹ 6,147"
Al Bandar Rotana – Dubai Creek,City View Room - King Bed,No,Yes,"₹ 12,888"
ZiQoo Hotel Apartments Dubai,Standard Studio,No,Yes,"₹ 6,033"
Wonderful Reva Aparthotel Dubai Downtown,Superior Apartment,No,Yes,"₹ 14,251"
Sun & Sands Sea View Hotel,Standard Double or Twin Room,Yes,Yes,"₹ 3,912"
Xclusive Maples Hotel Apartment,Executive Studio,No,Yes,"₹ 6,387"
Ivory Grand Hotel Apartments,Studio,No,Yes,"₹ 7,624"
Grand Excelsior Hotel - Bur Dubai,Deluxe Room with 25% off F&B,No,No,"₹ 8,872"
Moscow Hotel,Standard Double Room,Yes,Yes,"₹ 8,644"
Welcome Hotel Apartments 1,Studio Apartment,Yes,Yes,"₹ 5,189"
Landmark Hotel,Classic Room with Double Bed,No,Yes,"₹ 4,279"
Al Bandar Arjaan by Rotana – Dubai Creek,City View One Bedroom Apartment,No,Yes,"₹ 16,201"
S19 Hotel-Al Jaddaf Metro Station,Executive King Room with 20% Off Food & Beverage (excluding in-room dining),No,Yes,"₹ 8,577"
Grand Hyatt Dubai,King Room,No,Yes,"₹ 20,384"
Mövenpick Grand Al Bustan,"Classic King Room, 20% off on F&B, Complimentary shuttle to Dubai Festival City Mall",No,Yes,"₹ 15,022"
Coral Dubai Deira Hotel,Standard King Room,No,Yes,"₹ 7,033"
Capitol Hotel,Standard Double Room,No,Yes,"₹ 9,250"
Grand Excelsior Hotel Deira,Deluxe Twin,No,Yes,"₹ 5,547"
Millennium Place Dubai Marina,Superior King Room,No,Yes,"₹ 16,624"
Gulf Inn Hotel Deira Formerly City Star Hotel,Standard Double or Twin Room,Yes,No,"₹ 3,717"
City Stay Premium Hotel Apartments,Deluxe King Studio,No,Yes,"₹ 5,824"
Grand Millennium Business Bay,Superior King Room,No,Yes,"₹ 19,059"
The H Dubai,Diplomatic One Bedroom Suite with City View,No,Yes,"₹ 19,411"
Donatello Hotel,Deluxe King Room & 20% discount at Oro Lounge and Yamas Restaurant,No,Yes,"₹ 9,966"
Armada Avenue Hotel - formerly Armada BlueBay Hotel,Deluxe Double or Twin Room,No,No,"₹ 6,772"
The Leela Hotel,Superior King Room,No,Yes,"₹ 8,482"
Saffron Hotel,Standard Twin Room,Yes,No,"₹ 3,848"
Mövenpick Hotel Jumeirah Beach,Superior King with Balcony,No,Yes,"₹ 23,669"
BLISS HOTEL L.L.C,Standard King Room,No,Yes,"₹ 4,151"
Rove Healthcare City - Bur Dubai,Rover Room,No,No,"₹ 11,693"
Sun And Sands Downtown,Standard King Room,No,Yes,"₹ 4,233"
Roda Amwaj Suites Jumeirah Beach Residence,2 Bedroom Apartment,Yes,Yes,"₹ 21,560"
"Park Apartments Dubai, an Edge By Rotana Hotel",Studio - King Bed,No,Yes,"₹ 7,960"
Carlton Dubai Creek Hotel,Studio Room - City View,No,Yes,"₹ 10,192"
Emirates Grand Hotel,Studio Apartment King,No,Yes,"₹ 9,966"
"Habtoor Palace Dubai, LXR Hotels & Resorts",Deluxe Double Room with Two Double Beds,No,Yes,"₹ 28,080"
Arjaan by Rotana - Dubai Media City,City View Room,No,Yes,"₹ 8,793"
Africana Hotel,Double Room,Yes,Yes,"₹ 4,235"
City Seasons Towers Hotel Bur Dubai,Premium King Room,No,Yes,"₹ 10,175"
Golden Star Hotel,Budget Double Room,Yes,No,"₹ 4,193"
Sky Iconic,Deluxe Double Room,No,Yes,"₹ 6,523"
Icon Hotel Apartments,Standard Studio,No,Yes,"₹ 5,718"
Grand Excelsior Hotel Deira,Deluxe Twin,No,Yes,"₹ 6,263"
Millennium Place Mirdif,Deluxe Room,No,Yes,"₹ 10,589"
Savoy Central Hotel Apartments,Special Offer - Studio - Free Bus service to La Mer Beach at Jumeirah with Beach Mats & Beach Towels,No,No,"₹ 12,965"
Al Khaleej Grand Hotel,Standard Room,Yes,No,"₹ 4,942"
Adagio Premium The Palm,Studio King with Private Beach Access,No,Yes,"₹ 18,120"
Ramee Royal Hotel,Executive Double or Twin Room,No,No,"₹ 7,278"
SKAF HOTEL LLC,Superior King Room,No,Yes,"₹ 6,164"
The H Dubai,Triple Room,No,Yes,"₹ 22,978"
Orchid Vue Hotel,Standard Room King or Twin,No,Yes,"₹ 6,014"
Landmark Riqqa Hotel,Classic Double Room,No,Yes,"₹ 5,300"
Rolla Suites Hotel -Former J5 Bur Dubai Hotel,Premium King Room,No,Yes,"₹ 4,659"
Grand Excelsior Hotel - Bur Dubai,Deluxe Room with 25% off F&B,No,No,"₹ 12,675"
Concorde Inn Hotel,Standard Double Room,Yes,Yes,"₹ 3,860"
Coral Dubai Deira Hotel,DeLuxe Room,No,Yes,"₹ 7,667"
Versailles by Raviz Hotel,Standard Room,Yes,No,"₹ 5,584"
Fortune Pearl Hotel,Standard Double Room,No,Yes,"₹ 5,348"
AL Raien Hotel Apartment,Deluxe Double Studio,No,No,"₹ 3,873"
Boulevard City Suites Hotel Apartments,Deluxe One-Bedroom Apartment,No,Yes,"₹ 7,391"
Millennium Airport Hotel Dubai,Deluxe King Room,No,Yes,"₹ 23,701"
Arabian Courtyard Hotel & Spa,"Classic Room with 20% off Food, Beverage and Spa",Yes,Yes,"₹ 7,934"
Fairmont Dubai,Fairmont King Room,No,Yes,"₹ 27,179"
Al Karnak Hotel,Standard Twin Room,Yes,No,"₹ 3,854"
DAMAC Maison Cour Jardin,Deluxe Room Downtown View,No,Yes,"₹ 17,762"
Kingsgate Al Jaddaf Hotel by Millennium,Standard Twin Room,Yes,No,"₹ 5,530"
"Park Apartments Dubai, an Edge By Rotana Hotel",Studio - King Bed,No,Yes,"₹ 10,589"
Samaya Hotel Apartment Dubai,Studio,No,Yes,"₹ 11,647"
OYO 177 Al Ammari Hotel,King Room,No,Yes,"₹ 3,089"
Cheval Maison - The Palm,Superior One-Bedroom Apartment (2 Adults),No,Yes,"₹ 22,829"
A3301 Paramount hotel 5 star two bedroom burj Khalifa around,Two-Bedroom Apartment,Yes,Yes,"₹ 22,300"
Sonder Business Bay,Standard Apartment,No,Yes,"₹ 19,717"
Wyndham Residences The Palm,Deluxe Studio with Private Beach Access,No,Yes,"₹ 19,568"
The First Collection Business Bay,Deluxe Room,No,No,"₹ 15,231"
YouCo Dubai,Deluxe Studio,No,Yes,"₹ 10,096"
Paramount Hotel Midtown,Scene Room City View,No,No,"₹ 17,672"
Magnolia- Dubai Creek Harbour Condo Apartment ApartHotel UAE,Three-Bedroom Apartment,No,Yes,"₹ 48,888"
Royal Regency Suites Marina,Standard Studio,No,Yes,"₹ 16,479"
Hyde Hotel Dubai,Hyde Out Room with Balcony,No,No,"₹ 20,215"
"Element Al Mina, Dubai","Studio 2 Single Beds, City view - Complimentary Transfer to Dubai Mall / Burj Khalifa & DXB Airport Shuttle Drop Off",Yes,No,"₹ 21,517"
"Aloft Al Mina, Dubai",Aloft Room Guest Room with 1 King Bed - Complimentary Transfer to Dubai Mall / Burj Khalifa & DXB Airport Shuttle Drop Off,No,Yes,"₹ 11,891"
Avani Plus Palm View Dubai Hotel & Suites,Studio,No,No,"₹ 19,473"
Jumeirah Living Marina Gate Hotel and Apartments,Executive Studio,No,Yes,"₹ 25,780"
Royal Continental Suites Business Bay - Deluxe Apartments,Studio Apartment City View,No,Yes,"₹ 12,966"
ME Dubai by Meliá,Always ME,No,Yes,"₹ 26,991"
"Crowne Plaza Dubai Marina, an IHG Hotel",Standard Room,No,Yes,"₹ 24,359"
Andaz Residence by Hyatt - Palm Jumeirah,Studio Apartment,No,Yes,"₹ 38,504"
Hyatt Place Dubai Jumeirah Residences,Studio with Kitchen,No,Yes,"₹ 16,391"
Andaz by Hyatt – Palm Jumeirah,King Room,No,Yes,"₹ 24,416"
Rixos The Palm Luxury Suite Collection - Ultra All Inclusive,Two-Bedroom Luxury Suite,No,Yes,"₹ 132,839"
Millennium Atria Business Bay,Premium Studio,No,Yes,"₹ 13,469"
Wyndham Residences The Palm,Deluxe Studio with Private Beach Access,No,Yes,"₹ 16,391"
The First Collection Business Bay,Deluxe Room,No,No,"₹ 15,231"
YouCo Dubai,Deluxe Studio,No,Yes,"₹ 10,096"
Paramount Hotel Midtown,Scene Room City View,No,No,"₹ 17,672"
Magnolia- Dubai Creek Harbour Condo Apartment ApartHotel UAE,Three-Bedroom Apartment,No,Yes,"₹ 48,888"
Royal Regency Suites Marina,Standard Studio,No,Yes,"₹ 16,479"
Hyde Hotel Dubai,Hyde Out Room with Balcony,No,No,"₹ 20,215"
"Element Al Mina, Dubai","Studio 2 Single Beds, City view - Complimentary Transfer to Dubai Mall / Burj Khalifa & DXB Airport Shuttle Drop Off",Yes,No,"₹ 21,517"
"Aloft Al Mina, Dubai",Aloft Room Guest Room with 1 King Bed - Complimentary Transfer to Dubai Mall / Burj Khalifa & DXB Airport Shuttle Drop Off,No,Yes,"₹ 11,891"
Avani Plus Palm View Dubai Hotel & Suites,Studio,No,No,"₹ 19,473"
Jumeirah Living Marina Gate Hotel and Apartments,Executive Studio,No,Yes,"₹ 25,780"
Royal Continental Suites Business Bay - Deluxe Apartments,Studio Apartment City View,No,Yes,"₹ 12,966"
ME Dubai by Meliá,Always ME,No,Yes,"₹ 26,991"
"Crowne Plaza Dubai Marina, an IHG Hotel",Standard Room,No,Yes,"₹ 24,359"
Andaz Residence by Hyatt - Palm Jumeirah,Studio Apartment,No,Yes,"₹ 38,504"
Hyatt Place Dubai Jumeirah Residences,Studio with Kitchen,No,Yes,"₹ 16,391"
Andaz by Hyatt – Palm Jumeirah,King Room,No,Yes,"₹ 24,416"
Rixos The Palm Luxury Suite Collection - Ultra All Inclusive,Two-Bedroom Luxury Suite,No,Yes,"₹ 132,839"
Millennium Atria Business Bay,Premium Studio,No,Yes,"₹ 13,469"
Class Hotel Apartments,Standard Studio Apartment,No,Yes,"₹ 10,292"
"La Ville Hotel & Suites CITY WALK Dubai, Autograph Collection","Deluxe Room, Guest room, 1 King",No,Yes,"₹ 27,179"
Aspen Chalets by Kempinski Hotel Mall of The Emirates,Grand Deluxe Room City View,No,Yes,"₹ 23,325"
"InterContinental Dubai Marina, an IHG Hotel",Classic Room,No,Yes,"₹ 23,422"
Adagio Premium Dubai Al Barsha,One-Bedroom Apartment,No,Yes,"₹ 16,987"
Jannah Place Dubai Marina,Studio Apartment,No,Yes,"₹ 10,103"
Marriott Executive Apartments Dubai Creek,One-Bedroom Apartment,No,Yes,"₹ 15,832"
MD Hotel By Gewan,Superior Twin Room - Complimentary Transfer to Bluewater Island and JBR,Yes,No,"₹ 6,887"
Deira Suites Deluxe Hotel Suites,2 bedroom,Yes,Yes,"₹ 15,781"
Signature Hotel Apartments and Spa,Superior Studio,No,Yes,"₹ 11,664"
Media Rotana Dubai,Guest Room – King Bed,No,Yes,"₹ 13,077"
Golden Sands Boutique Hotel-Dubai Creek,Deluxe Twin Room,Yes,No,"₹ 20,823"
"Grosvenor House, a Luxury Collection Hotel, Dubai","Premier Room, Guest room, Executive Lounge Access, Afternoon Tea & Happy Hour, 2 twins",No,Yes,"₹ 38,504"
"Jumeirah Living World Trade Centre Residence, Suites and Hotel Apartments",One-Bedroom Residence,No,Yes,"₹ 21,637"
Star Metro Deira Hotel Apartments,Deluxe Studio King,No,Yes,"₹ 8,125"
Novotel World Trade Centre Dubai,Superior Double Room,No,Yes,"₹ 33,337"
Blue Beach Tower The Walk JBR,Deluxe Room,No,Yes,"₹ 22,871"
"Staybridge Suites Dubai Financial Centre, an IHG Hotel",King Studio Suite with Burj Khalifa View,No,Yes,"₹ 21,098"
Villa Rotana - Dubai,Studio – Twin Bed,Yes,No,"₹ 13,555"
Grand Hyatt Dubai,King Room with Skyline View,No,Yes,"₹ 50,508"
"Staybridge Suites Dubai Internet City, an IHG Hotel",Studio Suite,No,Yes,"₹ 14,722"
Excelsior Hotel Downtown,Superior King Room,No,Yes,"₹ 8,176"
Phoenicia Grand Hotel,Standard Double or Twin Room,Yes,Yes,"₹ 4,765"
IzzziLifeMINT,Apartment with Terrace,No,Yes,"₹ 9,657"
Palace Downtown,Deluxe Room with Lake View,No,No,"₹ 46,864"
MOUNT SINA HOTEL By AURA,Standard Double Room,No,Yes,"₹ 3,766"
Telal Hotel Apartments,Deluxe Apartment,Yes,No,"₹ 7,520"
Landmark Summit Hotel,Deluxe Double - Twin,No,Yes,"₹ 6,440"
MENA ApartHotel Albarsha At The Mall,Studio Apartment - Non Smoking - King - 20% off F&B and Laundry,No,No,"₹ 8,148"
Concorde Palace Hotel,Standard Double or Twin Room,Yes,No,"₹ 5,408"
Elite Byblos Hotel,Classic room,Yes,No,"₹ 9,093"
Armani Hotel Dubai,Armani Deluxe Room,No,Yes,"₹ 54,359"
Ghaya Grand Hotel & Apartments,Deluxe King Room,No,Yes,"₹ 6,785"
Zaineast Hotel,Budget Double Room,Yes,No,"₹ 4,765"
La Villa Najd Hotel Apartments,Standard One-Bedroom Apartment,No,Yes,"₹ 7,518"
Dream City Hotel Apartments,Studio Apartment,No,Yes,"₹ 6,332"
Al Ahrar Hotel,King Room,No,Yes,"₹ 16,942"
Ramee Royal Hotel,Executive Double or Twin Room,No,No,"₹ 9,110"
Akas-Inn Hotel Apartment,Studio Apartment,No,Yes,"₹ 5,824"
Vista Square Hotel,Deluxe Double Room,No,Yes,"₹ 6,353"
The Bristol Inn Hotel,Standard Room,No,No,"₹ 5,976"
Palace Downtown,Deluxe Room with Lake View,No,No,"₹ 52,071"
Ramee Dream Hotel Downtown,PREMIUM TWIN,Yes,No,"₹ 12,651"
Rose Plaza Hotel Al Barsha,Classic King Room - Late check-out 2 pm,No,Yes,"₹ 8,676"
Panorama Hotel Deira,Standard Double Room,No,Yes,"₹ 4,024"
Marina Byblos Hotel,Deluxe Double Room,No,Yes,"₹ 20,013"
DoubleTree by Hilton Dubai Al Jadaf,King Room (Inclusive of complimentary shuttle service to Dubai Mall & La Mer Beach),No,Yes,"₹ 10,070"
"Rose Park Hotel - Al Barsha, Opposite Metro Station",Deluxe King Room - Late check-out 2 pm,No,Yes,"₹ 9,360"
Maaeen Hotel,Twin Room,Yes,No,"₹ 5,853"
Arabian Courtyard Hotel & Spa,"Deluxe Room with 20% off Food, Beverage and Spa",Yes,Yes,"₹ 11,055"
Icon Hotel Apartments,Standard Studio,No,Yes,"₹ 8,558"
Al Bustan Centre & Residence,Standard Studio,Yes,Yes,"₹ 7,224"
Landmark Grand Hotel,Twin Room,Yes,No,"₹ 5,575"
Suha JBR Hotel Apartments,Premium One Bedroom Apartment with Balcony,No,Yes,"₹ 19,496"
Zagy Hotel,Double Room,Yes,No,"₹ 4,174"
Royal Tulip Hotel LLC,Standard Room,No,Yes,"₹ 4,068"
The Bristol Inn Hotel,Standard Room,No,No,"₹ 5,976"
Ramee Dream Hotel Downtown,PREMIUM TWIN,Yes,No,"₹ 12,651"
Rose Plaza Hotel Al Barsha,Classic King Room - Late check-out 2 pm,No,Yes,"₹ 8,676"
Panorama Hotel Deira,Standard Double Room,No,Yes,"₹ 4,024"
Suha JBR Hotel Apartments,1-Bedroom Apartment,No,Yes,"₹ 19,231"
DoubleTree by Hilton Dubai Al Jadaf,King Room (Inclusive of complimentary shuttle service to Dubai Mall & La Mer Beach),No,Yes,"₹ 10,070"
"Rose Park Hotel - Al Barsha, Opposite Metro Station",Deluxe King Room - Late check-out 2 pm,No,Yes,"₹ 9,360"
Maaeen Hotel,Twin Room,Yes,No,"₹ 5,853"
Al Bustan Centre & Residence,Partner offer option,No,No,"₹ 6,954"
Landmark Grand Hotel,Twin Room,Yes,No,"₹ 5,575"
Zagy Hotel,Double Room,Yes,No,"₹ 4,174"
Royal Tulip Hotel LLC,Standard Room,No,Yes,"₹ 4,036"
NH Collection Dubai The Palm,Studio,No,Yes,"₹ 21,743"
"Radisson Blu Hotel, Dubai Waterfront",Standard Room,No,No,"₹ 16,851"
Mövenpick Hotel Jumeirah Lakes Towers Dubai,Superior Twin Room,Yes,No,"₹ 14,351"
Landmark Premier Hotel,Standard Twin Room,Yes,No,"₹ 5,111"
SUTCHI HOTEL,Triple Room,Yes,No,"₹ 20,384"
Al Jawhara Gardens Hotel,Deluxe Twin Room,Yes,No,"₹ 5,917"
Gulf Court Hotel Business Bay,Standard Room,No,No,"₹ 8,945"
Jumeira Rotana – Dubai,Guest Room - Twin Bed,Yes,No,"₹ 10,483"
Vida Emirates Hills,City View Deluxe Room King,No,Yes,"₹ 16,289"
"Dubai Grand Hotel by Fortune, Dubai Airport",Standard Twin Room,Yes,No,"₹ 6,820"
Lavender Hotel Al Nahda Dubai,Standard Twin Room with 20% off F&B,Yes,No,"₹ 5,920"
Grand Kingsgate Waterfront Hotel by Millennium,Standard Twin Room City View,Yes,No,"₹ 4,659"
Millennium Central Downtown,Business Class Room with King Bed,No,Yes,"₹ 9,392"
West Zone Plaza Hotel Apartment (Formerly Winchester Hotel Apts),Executive Studio,No,No,"₹ 6,861"
City Stay Residences - Serviced Apartments Al Barsha,One-Bedroom Apartment,No,Yes,"₹ 8,133"
ORIENTAL CORNER HOTEL APARTMENTS LLC,Budget Double or Twin Room,No,No,"₹ 7,624"
Al Jaddaf Rotana Suite Hotel,Twin Bed Room - City View,Yes,No,"₹ 15,301"
Rove City Walk,Rover Room Free schedule Shuttle To WTC,No,No,"₹ 13,542"
Tulip Al Barsha Hotel Apartment,Studio Premium Apartment,No,No,"₹ 8,442"
Rolla Residence Hotel Apartment,Studio,No,No,"₹ 5,444"
Carlton Tower Hotel,Deluxe City View Room,Yes,Yes,"₹ 5,323"
Tulip Creek Hotel Apartments,Studio,No,Yes,"₹ 4,701"
Marco Polo Hotel,Standard Double Room,No,Yes,"₹ 5,911"
The First Collection at Jumeirah Village Circle,Classic Double Room,No,No,"₹ 13,536"
Garden City Hotel Dubai,Superior Double or Twin Room,No,No,"₹ 7,397"
Pearl Executive Hotel Apartments,Deluxe Twin Room,Yes,No,"₹ 6,249"
Montreal Barsha Hotel,Deluxe Room,No,Yes,"₹ 6,728"
Paramount Hotel Midtown - Platinium Dubai,Two-Bedroom Apartment,No,Yes,"₹ 37,801"
Auris Boutique Hotel Apartments - AlBarsha,Superior One Bedroom Apartment - Twin Bed,Yes,No,"₹ 7,624"
Vida Downtown,Deluxe Room,No,No,"₹ 20,371"
ROYAL CONCORDE HOTEL&SUITE,Deluxe Double Room,Yes,No,"₹ 7,719"
"Near metro, spacious apartment has 1 bedroom, living room, kitchen, 2 bathrooms, storage room, balcony, outside you will have temperature controlled pools, gardens and free parking",One-Bedroom Apartment,No,Yes,"₹ 6,671"
"Suha Creek Hotel Apartment, Waterfront Jaddaf, Dubai",City View Studio Apartment,No,Yes,"₹ 13,490"
Millennium Place Mirdif Apartments,Studio,No,Yes,"₹ 9,742"
Chelsea Gardens Hotel Apartment,Studio - Apartment,No,No,"₹ 7,067"
Address Dubai Mall,Deluxe Room,No,No,"₹ 45,276"
Number One Tower Suites,Deluxe Studio,No,Yes,"₹ 6,849"
"voco Dubai The Palm, an IHG Hotel",Deluxe Room,No,No,"₹ 17,952"
J5 Hotels – Port Saeed,Deluxe Twin Room,Yes,No,"₹ 7,746"
Two Seasons Hotel & Apartments,Deluxe Suite with City View with Free Shuttle Beach & Mall Transfer,No,Yes,"₹ 11,715"
Ramada by Wyndham Dubai Barsha Heights,Standard King Room - Non-Smoking,No,Yes,"₹ 10,538"
Address Fountain Views,Deluxe Room - City Skyline View,No,No,"₹ 40,410"
J5 RIMAL Hotel Apartments,Classic Studio - Twin Bed,Yes,No,"₹ 7,746"
Rove Downtown,Rover Room,No,No,"₹ 16,958"
West Zone Pearl Hotel Apartment,Studio,Yes,No,"₹ 6,861"
"Ramada Hotel, Suites and Apartments by Wyndham Dubai JBR",Deluxe King Room - Mobility and Hearing Impaired Access/Non-Smoking,No,Yes,"₹ 16,050"
The Meydan Hotel Dubai,Grand Superior Balcony King,No,Yes,"₹ 18,176"
Address Downtown,Deluxe Downtown View Room,No,Yes,"₹ 50,036"
Millennium Place Barsha Heights Hotel,Superior King Room,No,Yes,"₹ 10,260"
"Marriott Hotel, Al Jaddaf, Dubai","Deluxe, Guest room, 1 King (Complimentary shuttle to Dubai Mall / Burj Khalifa, Dubai Festival City, La Mer Beach and nearest metro station)",No,Yes,"₹ 20,498"
Rove Dubai Marina,Rover Room,No,No,"₹ 17,184"
Grand Cosmopolitan Hotel,Superior Room - Complimentary Luxury Transfers to Kite Beach and Mall of Emirates,No,No,"₹ 11,922"
Tulip Hotel Apartments,Studio,No,No,"₹ 7,182"
Omega Hotel Dubai,Double Double Standard,No,No,"₹ 6,499"
Rose Garden Hotel Apartments - Bur Dubai,Studio,No,No,"₹ 9,130"
Westminster Dubai Mall,King Studio Apartment,No,Yes,"₹ 18,916"
Golden Tulip Hotel Al Barsha,Superior Double or Twin room,No,Yes,"₹ 7,278"
The Bristol Hotel,King or Twin Room,No,No,"₹ 7,263"
Fal Hotel L.L.C,Deluxe Double Room,No,Yes,"₹ 4,406"
Broadway Hotel,Double Room,No,Yes,"₹ 8,386"
Signature Hotel Al Barsha,Superior Twin Room,Yes,No,"₹ 8,392"
"Radisson Blu Residence, Dubai Marina",Studio,No,Yes,"₹ 17,327"
Oaks Liwa Heights Hotel Suites,Premier One-Bedroom Suite,No,Yes,"₹ 12,231"
"Lemon Tree Hotel, Jumeirah Dubai",Superior Queen/Twin Room with Free Beach Transfer,Yes,Yes,"₹ 11,893"
Royal Prestige Hotel,Standard Double Room,No,Yes,"₹ 8,450"
"Fortune Plaza Hotel, Dubai Airport",Deluxe Room,Yes,Yes,"₹ 6,724"
"Rose Garden Hotel Apartments - Al Barsha, Near Metro Station",Studio Apartment,No,No,"₹ 7,643"
