Hotel Name,Free WiFi,Family rooms,Non-smoking rooms,Restaurant,Bar,Heating,Lift,Breakfast Cuisine 1,Breakfast Cuisine 2,Breakfast Cuisine 3
"Radisson Blu Hotel, Birmingham",no,no,yes,no,yes,yes,no,Full English/Irish,Gluten-free,
Clayton Hotel Birmingham,no,no,no,no,yes,yes,no,Continental,Full English/Irish,Vegetarian
The Moseley Arms,yes,no,no,no,yes,yes,no,Full English/Irish,Vegetarian,
Best Western Plough and Harrow Hotel,no,yes,no,no,yes,yes,no,Continental,Full English/Irish,Vegetarian
KPM Hotel & Residences,no,no,no,yes,no,no,no,Continental,Vegetarian,Vegan
Riu Plaza Berlin,yes,no,no,no,yes,yes,yes,Continental,,
"Hotel Berlin, Berlin, a member of Radisson Individuals",yes,yes,no,no,yes,no,no,Continental,Vegetarian,Vegan
Scandic Berlin Kurfürstendamm,yes,yes,no,no,yes,no,no,Vegetarian,Vegan,Gluten-free
Motel One Berlin Ku'Damm,yes,no,no,no,yes,no,yes,Continental,Vegetarian,Vegan
"Holiday Inn Berlin City-West, an IHG Hotel",no,no,no,no,yes,yes,yes,Continental,Vegetarian,American
Scandic Berlin Potsdamer Platz,no,yes,no,no,no,no,yes,Vegetarian,Vegan,Gluten-free
AC Hotel by Marriott Berlin Humboldthain Park,yes,no,no,yes,yes,no,yes,Continental,Vegetarian,
"Holiday Inn Express Berlin City Centre, an IHG Hotel",yes,no,no,no,yes,no,no,Continental,Vegetarian,
TITANIC Comfort Kurfürstendamm,yes,no,no,no,yes,yes,no,Buffet,,
Best Western Plus Plaza Berlin Kurfürstendamm,yes,no,no,no,yes,no,yes,Continental,,
Hotel Augusta Am Kurfürstendamm,yes,no,no,no,yes,no,yes,Continental,,
Novum Hotel Aldea Berlin Centrum,yes,yes,no,no,no,no,yes,Vegetarian,,
"Holiday Inn Express - Berlin - Alexanderplatz, an IHG Hotel",yes,no,no,no,yes,no,no,Continental,,
Hampton by Hilton Berlin City West,yes,no,no,no,yes,no,no,Continental,Full English/Irish,Vegetarian
TITANIC Comfort Mitte,yes,no,no,no,yes,no,no,Continental,Vegetarian,Vegan
Park Plaza Berlin Kudamm,yes,no,no,no,no,yes,yes,Buffet,,
ibis Styles Berlin Treptow,yes,yes,no,no,yes,no,no,Continental,Vegetarian,Gluten-free
DoubleTree by Hilton Berlin Ku'damm,yes,no,no,yes,yes,no,no,Continental,Vegetarian,Gluten-free
JW Marriott Hotel Berlin,no,no,no,no,yes,no,no,Continental,Vegetarian,Vegan
Hampton by Hilton Berlin City Centre Alexanderplatz,no,no,no,no,yes,no,no,Continental,Vegetarian,Vegan
relexa hotel Stuttgarter Hof,yes,no,no,no,yes,yes,no,Vegetarian,Vegan,Gluten-free
Quentin XL Potsdamer Platz,yes,no,no,no,yes,yes,no,Continental,,
Precise Tale Berlin Potsdamer Platz,no,yes,no,yes,yes,no,yes,Continental,,
Park Plaza Berlin,no,no,no,no,no,yes,no,Continental,,
Park Inn by Radisson Berlin Alexanderplatz,no,no,no,no,no,no,yes,Continental,Italian,Full English/Irish
NH Berlin Potsdamer Platz,yes,no,no,no,yes,no,no,Continental,Vegetarian,Gluten-free
INNSiDE by Meliá Berlin Mitte,no,yes,no,yes,yes,no,no,Continental,Full English/Irish,Vegetarian
Artim Hotel,yes,yes,no,yes,yes,no,yes,Vegetarian,Vegan,
H+ Hotel 4Youth,yes,no,no,no,yes,no,no,Continental,Vegetarian,Vegan
Hotel Gat Point Charlie,yes,no,no,no,no,yes,yes,Continental,Vegetarian,Buffet
Mövenpick Hotel Berlin Am Potsdamer Platz,yes,no,no,yes,yes,no,no,Continental,Vegetarian,Gluten-free
Hotel AMANO Grand Central,yes,no,no,yes,yes,no,no,Continental,,
Gold Palais Hotel,yes,no,no,no,no,no,yes,,,
Maritim proArte Hotel Berlin,no,no,no,no,no,no,yes,Continental,Vegetarian,
H4 Hotel Berlin Alexanderplatz,no,no,yes,no,yes,yes,no,Continental,American,
NH Collection Berlin Mitte am Checkpoint Charlie,no,no,no,no,no,no,no,Continental,Vegetarian,Gluten-free
Select Hotel Style Berlin,yes,no,no,no,yes,yes,yes,Continental,Buffet,
H+ Hotel Berlin Mitte,yes,no,yes,no,no,no,no,Continental,American,
TWO Hotel Berlin by Axel - Adults Only,no,no,no,no,no,no,no,Continental,Full English/Irish,
Leonardo Hotel Berlin,no,no,no,no,yes,no,no,Continental,Vegetarian,Vegan
Catalonia Berlin Mitte,yes,no,no,yes,yes,yes,no,Continental,Vegetarian,Vegan
Leonardo Hotel Berlin Mitte,no,no,no,yes,yes,yes,no,Buffet,,
Leonardo Hotel Berlin KU'DAMM,yes,no,no,no,no,no,yes,Continental,Vegetarian,
"Lindner Hotel Berlin Ku'damm, part of JdV by Hyatt",yes,yes,no,yes,no,no,no,Vegan,,
B&B Hotel Berlin-Tiergarten,yes,yes,no,no,no,yes,yes,Continental,Buffet,
Best Western Hotel Kantstrasse Berlin,yes,no,no,no,yes,yes,no,Continental,Buffet,
H10 Berlin Ku'damm,no,yes,no,no,no,yes,no,Continental,,
ibis budget Berlin Kurfürstendamm,yes,no,no,no,no,no,yes,,,
Mercure Hotel MOA Berlin,no,yes,no,yes,no,no,no,Vegetarian,Vegan,Gluten-free
B&B Hotel Berlin Potsdamer Platz,yes,yes,no,no,no,yes,no,Continental,Buffet,
NH Berlin Kurfürstendamm,no,no,no,yes,yes,no,no,Continental,Vegetarian,Gluten-free
Eurostars Berlin,no,no,no,no,yes,no,yes,Continental,Full English/Irish,Vegetarian
Hotel Ludwig van Beethoven,yes,no,no,no,yes,yes,yes,Continental,Buffet,
Motel One Berlin-Potsdamer Platz,yes,no,no,no,yes,no,no,Continental,Vegetarian,Vegan
Ibis Berlin Hauptbahnhof,yes,no,no,no,no,yes,no,Continental,Vegetarian,Vegan
"InterContinental Berlin, an IHG Hotel",no,no,no,no,no,no,no,Continental,Full English/Irish,Vegetarian
"Holiday Inn Berlin City East Side, an IHG Hotel",no,no,no,yes,yes,no,no,Continental,Vegetarian,
"Hotel Indigo Berlin – Ku’damm, an IHG Hotel",yes,no,no,yes,no,yes,yes,Buffet,,
about:berlin Hotel,yes,no,no,no,yes,no,yes,Vegetarian,,
IntercityHotel Berlin Hauptbahnhof,yes,no,no,no,yes,no,no,Continental,Vegetarian,Vegan
ibis Berlin Kurfuerstendamm,yes,no,yes,no,no,yes,yes,,,
ARCOTEL John F Berlin,yes,no,no,no,yes,yes,yes,Vegetarian,Vegan,Gluten-free
H2 Hotel Berlin-Alexanderplatz,yes,no,no,yes,no,yes,no,Continental,,
Hampton By Hilton Berlin City East Side Gallery,yes,no,no,no,yes,no,yes,Continental,American,Buffet
"The Hoxton, Charlottenburg",no,yes,no,yes,yes,no,yes,,,
Dorint Kurfürstendamm Berlin,yes,no,no,no,yes,no,no,Continental,Vegetarian,Vegan
Hotel ROMY by AMANO,yes,no,no,yes,yes,no,no,,,
Essential by Dorint Berlin-Adlershof,yes,no,no,yes,yes,no,no,Continental,Buffet,
Mercure Hotel Berlin Mitte,yes,no,no,no,yes,no,no,Continental,Vegetarian,Vegan
Ibis budget Berlin Potsdamer Platz,yes,no,no,no,no,no,yes,Continental,Vegetarian,Vegan
Premier Inn Berlin Airport,yes,no,no,yes,yes,no,no,Full English/Irish,Vegetarian,
Leonardo Royal Hotel Berlin Alexanderplatz,no,no,no,no,yes,no,no,Vegetarian,Vegan,Gluten-free
Mercure Hotel Berlin Zentrum Superior,yes,no,no,no,yes,no,yes,Continental,Buffet,
aletto Hotel Kudamm,no,yes,no,no,yes,no,no,Continental,Buffet,
Novotel Berlin Am Tiergarten,no,yes,no,no,no,no,yes,Continental,Vegetarian,Vegan
Mercure Hotel Berlin Tempelhof,yes,no,no,no,yes,yes,no,Vegetarian,Vegan,Gluten-free
Hotel Sachsenhof,yes,yes,no,no,no,no,yes,Continental,,
fjord hotel berlin,yes,yes,no,no,no,no,yes,Continental,Vegetarian,Vegan
H24 Berlin Lichtenberg,yes,no,no,no,yes,yes,no,,,
ibis Hotel Berlin Mitte,yes,no,no,no,yes,no,no,Vegetarian,Gluten-free,
Estrel Berlin,no,no,no,no,no,no,yes,Buffet,,
Novotel Berlin Mitte,yes,yes,no,yes,yes,no,no,Continental,,
Hyperion Hotel Berlin,no,yes,no,yes,yes,no,no,Continental,American,
Nena Apartments - Kreuzberg 61,yes,yes,yes,no,no,yes,yes,,,
Moxy Berlin Ostbahnhof,no,no,no,no,yes,no,no,Gluten-free,,
Hotel Lützow,yes,yes,no,no,no,yes,no,Continental,,
Steigenberger Hotel Am Kanzleramt,no,no,no,no,yes,no,no,Continental,Full English/Irish,Vegetarian
Best Western Hotel am Spittelmarkt,yes,no,no,no,yes,no,no,Vegetarian,Gluten-free,
Grimm's Potsdamer Platz,yes,yes,no,yes,yes,no,no,Continental,Vegetarian,
Arte Luise Kunsthotel,yes,no,no,no,no,yes,yes,Buffet,,
martas Hotel Albrechtshof Berlin,yes,no,no,yes,yes,yes,no,,,
Abba Berlin Hotel,no,no,no,no,yes,no,no,Continental,,
SANA Berlin Hotel,no,yes,no,no,no,no,no,Continental,Vegetarian,Vegan
Hilton Berlin,no,no,no,no,no,no,no,Vegetarian,Vegan,
AMANO East Side,yes,no,no,no,yes,no,no,,,
Pestana Berlin Tiergarten,no,no,no,no,no,yes,no,Full English/Irish,Vegetarian,Vegan
Hotel Hansablick,yes,no,no,no,yes,no,yes,,,
Comfort Hotel Lichtenberg,yes,yes,no,no,yes,yes,yes,Continental,Vegetarian,Vegan
Berlin Marriott Hotel,no,no,no,no,no,no,no,Continental,Vegetarian,Vegan
Wyndham Garden Berlin Mitte,no,yes,no,no,yes,yes,no,Vegetarian,Gluten-free,American
Hotel MANI by AMANO,no,no,no,yes,yes,no,no,Continental,,
ARCOTEL Velvet Berlin,yes,yes,no,no,yes,no,no,Continental,,
Come Inn Berlin Kurfürstendamm,yes,no,no,no,yes,no,no,Continental,American,
City Hotel Berlin East,yes,yes,no,no,no,yes,yes,Continental,,
Hotel Domicil Berlin by Golden Tulip,yes,no,no,no,yes,no,yes,Continental,Vegetarian,Gluten-free
Victor's Residenz-Hotel Berlin,yes,no,no,yes,yes,yes,no,Buffet,,
Upper Room Hotel Kurfürstendamm,yes,yes,yes,no,no,yes,yes,Vegetarian,Gluten-free,
Nena Apartments Moritzplatz,yes,no,yes,no,no,yes,yes,,,
harry's home hotel & apartments,yes,yes,no,no,yes,no,yes,Continental,Vegetarian,Gluten-free
MOXY Berlin Humboldthain Park,yes,no,no,no,yes,no,yes,Continental,,
Novum Hotel City B Berlin Centrum,yes,yes,yes,no,no,yes,yes,Vegetarian,,
Mercure Berlin Wittenbergplatz,yes,no,no,no,yes,yes,no,Vegetarian,Vegan,Gluten-free
Hotel Palace Berlin,no,no,no,no,no,no,no,Continental,Full English/Irish,Vegetarian
acom-Hotel Berlin Kurfürstendamm,yes,no,no,yes,no,yes,no,Continental,,
greet Berlin Alexanderplatz,yes,no,no,no,no,yes,yes,Continental,,
Hotel Aquino Berlin,yes,no,no,yes,no,no,no,Continental,Full English/Irish,Vegetarian
"Max Brown Hotel Ku'damm, part of Sircle Collection",yes,no,no,yes,yes,yes,yes,,,
LINDEMANN'S,yes,yes,no,no,yes,no,no,Continental,Vegetarian,Vegan
Hotel Bristol Berlin,no,no,no,no,yes,no,no,Continental,Vegetarian,Vegan
"Provocateur Berlin, a Member of Design Hotels",yes,no,no,yes,yes,no,yes,Vegetarian,Vegan,
Hotel Residenz Begaswinkel,yes,no,yes,no,no,yes,no,,,
ibis Styles Hotel Berlin Mitte,yes,yes,no,no,yes,no,no,Continental,Vegetarian,Gluten-free
Hotel AMO by AMANO Friedrichstraße,yes,no,no,yes,yes,no,no,Vegetarian,Vegan,Gluten-free
Clipper Boardinghouse - Berlin-Gendarmenmarkt,yes,yes,no,no,no,no,no,,,
Hotel Ambiente Berlin City,yes,yes,no,no,no,no,no,Buffet,,
IntercityHotel Berlin Ostbahnhof,yes,no,no,yes,yes,no,no,Buffet,,
Aeronaut Serviced Apartments Neukölln-Kreuzberg powered by Pearl 1,yes,yes,no,no,no,no,yes,Continental,Vegetarian,Vegan
Schlosshotel Berlin by Patrick Hellmann,no,no,no,no,yes,no,no,Continental,Full English/Irish,American
Living Hotel Berlin Mitte,yes,yes,no,yes,yes,no,yes,Vegetarian,Gluten-free,Buffet
Classik Hotel Alexander Plaza,no,no,no,no,yes,no,yes,Continental,Vegetarian,Gluten-free
MEININGER Hotel Berlin Tiergarten,yes,yes,no,no,no,no,yes,Continental,,
Quentin Design Hotel Berlin,yes,yes,no,no,no,no,yes,Continental,,
HighPark Berlin am Potsdamer Platz,yes,no,no,no,no,yes,yes,,,
Hotel Elba am Kurfürstendamm - Design Chambers,yes,yes,no,no,no,yes,yes,Vegetarian,Vegan,Gluten-free
the niu Hide,yes,no,no,no,yes,yes,yes,Vegetarian,,
Select Hotel Berlin Gendarmenmarkt,yes,no,no,no,yes,yes,yes,Vegetarian,,
the niu Dwarf,yes,no,no,yes,yes,yes,no,Continental,,
B&B Hotel Berlin-Charlottenburg,yes,yes,no,no,no,no,yes,Continental,Buffet,
ibis Berlin City Nord,no,no,no,no,no,yes,yes,Buffet,,
Ocak Hotel,yes,no,no,no,yes,no,yes,Continental,Vegetarian,Vegan
Hotel Kaiser,yes,yes,no,no,no,yes,yes,,,
Ocak Apartment & Hotel,no,yes,no,no,yes,yes,no,Continental,Vegetarian,Halal
Meliá Berlin,no,no,no,no,yes,no,no,Continental,Italian,Full English/Irish
Capri by Fraser Berlin,yes,no,yes,no,no,yes,no,Continental,Vegetarian,Gluten-free
Novotel Suites Berlin City Potsdamer Platz,yes,yes,no,no,yes,no,no,Vegetarian,Vegan,Gluten-free
Ku'Damm 101 Hotel,yes,no,yes,no,yes,yes,no,Vegetarian,Gluten-free,
ibis budget Berlin Ost,yes,no,yes,no,no,no,yes,Continental,Buffet,
Hotel am Borsigturm,yes,no,no,no,yes,yes,no,Vegetarian,Gluten-free,Buffet
Yggotel Spurv,yes,no,yes,no,no,yes,yes,Continental,,
GINN City & Lounge Yorck Berlin !New!,no,no,no,no,yes,no,no,,,
LOGINN Hotel Berlin Airport,yes,no,no,no,yes,no,yes,Buffet,,
AMC Hotel - Schöneberg,yes,no,yes,no,no,yes,yes,Continental,,
NH Berlin Alexanderplatz,no,no,no,no,yes,no,no,Continental,Vegetarian,Gluten-free
NH Collection Berlin Mitte Friedrichstrasse,no,yes,no,no,yes,no,no,Continental,Vegetarian,Gluten-free
Citadines Kurfürstendamm Berlin,yes,no,no,no,no,yes,no,Continental,,
numa I Arc Rooms & Apartments,yes,yes,yes,no,no,no,yes,Continental,Vegetarian,Vegan
MEININGER Hotel Berlin Airport,yes,yes,no,no,no,no,yes,Continental,,
Novum Hotel Kronprinz Berlin,yes,no,no,no,no,yes,yes,Continental,,
Hollywood Media Hotel am Kurfürstendamm,no,yes,no,yes,no,no,no,Vegetarian,Gluten-free,
Quentin Boutique Hotel,yes,no,no,no,yes,yes,yes,Continental,,
The Social Hub Berlin Alexanderplatz,no,no,no,no,no,no,no,Continental,Vegetarian,Vegan
Hotel Vier Jahreszeiten Berlin City,yes,yes,no,no,yes,no,no,Vegetarian,Vegan,Gluten-free
ADELANTE Boutique Hotel,yes,no,no,no,no,no,no,Continental,Buffet,
Nena Apartments Metropolpark Berlin - Mitte -Adult Only,yes,no,yes,no,no,no,no,,,
Hotel Delta am Potsdamer Platz,yes,no,no,no,no,yes,yes,Vegetarian,Vegan,
Seminaris CampusHotel Berlin,no,no,no,yes,yes,no,no,Continental,Vegetarian,Vegan
Yggotel Ravn,no,no,yes,no,no,yes,yes,Vegetarian,,
Pullman Berlin Schweizerhof,no,no,no,no,yes,no,no,Continental,Vegetarian,Vegan
Aspria Berlin Ku'damm,no,no,no,no,no,no,no,Continental,Vegetarian,Vegan
Hotel Vivaldi Berlin am Kurfürstendamm,yes,yes,yes,no,no,yes,yes,,,
Bornholmer Hof im Prenzlauer Berg,yes,yes,no,no,no,yes,no,Continental,Vegetarian,Gluten-free
M-Pire Hotel Berlin,yes,no,no,no,yes,no,no,Continental,Vegetarian,Buffet
SORAT Hotel Berlin,yes,no,no,no,no,no,yes,,,
acama Hotel & Hostel Kreuzberg,yes,no,no,no,no,no,no,Continental,Vegetarian,Vegan
Hotel Pankow,yes,yes,no,no,yes,no,yes,Vegetarian,Gluten-free,Buffet
Airporthotel Berlin-Adlershof,yes,yes,no,no,yes,yes,no,Continental,Vegetarian,Buffet
Hotel Indigo Berlin - East Side Gallery,no,no,no,yes,yes,no,no,Continental,Vegetarian,Vegan
Hotel Neuer Fritz,yes,yes,no,yes,no,no,no,Continental,American,
Hotel Q! Berlin,yes,no,no,no,no,no,no,Vegetarian,,
The Westin Grand Berlin,no,no,no,no,yes,yes,no,Continental,Gluten-free,
Select Hotel Berlin Checkpoint Charlie,yes,yes,no,no,yes,yes,yes,Continental,,
Safestay Berlin Kurfurstendamm,yes,yes,no,no,no,yes,yes,,,
numa I Savi Rooms & Apartments,yes,no,yes,no,no,yes,yes,Vegetarian,Vegan,Breakfast to go
Select Hotel Berlin The Wall,yes,no,no,no,yes,yes,no,Continental,Buffet,
Mercure Hotel & Residenz Berlin Checkpoint Charlie,no,yes,no,no,yes,yes,no,Continental,,
Art Hotel Charlottenburger Hof Berlin,yes,yes,no,yes,no,yes,yes,Continental,Full English/Irish,Vegetarian
Good Morning + Berlin City East,yes,no,yes,no,yes,no,yes,Continental,Vegetarian,Vegan
The Mandala Suites,no,no,no,no,no,yes,yes,Continental,,
limehome Berlin Luise Henriette Str - Digital Access,yes,yes,yes,no,no,yes,yes,,,
June Six Hotel Berlin City West,yes,no,no,yes,yes,yes,no,Continental,,
Living Hotel Weißensee,no,yes,no,no,yes,no,no,Vegetarian,Gluten-free,Buffet
BIG MAMA Berlin,no,yes,no,no,yes,no,yes,Continental,Full English/Irish,Vegetarian
Select Hotel Berlin Spiegelturm,yes,no,no,yes,yes,no,yes,Continental,Vegetarian,
Hotel ZOE by AMANO,yes,yes,no,no,yes,no,no,Continental,,
Hotel Europa City,yes,yes,no,no,yes,yes,yes,Continental,Gluten-free,American
ibis Hotel Berlin Spandau,yes,no,no,no,no,no,yes,Buffet,,
TITANIC Gendarmenmarkt Berlin,no,no,no,no,yes,no,no,Continental,Vegetarian,Vegan
Flottwell Berlin Hotel & Residenz am Park,yes,yes,no,no,no,no,yes,Continental,,
Hotel Seifert Berlin am Kurfürstendamm,yes,yes,no,no,no,yes,no,Continental,Vegetarian,Gluten-free
Dorsett Melbourne,no,no,no,no,no,yes,no,Continental,Full English/Irish,Vegetarian
Naima Hotel,no,yes,no,no,yes,yes,no,Continental,Full English/Irish,Vegetarian
Rendezvous Hotel Melbourne,no,no,no,no,yes,no,no,Continental,Vegetarian,Gluten-free
Zagame's House,no,no,no,no,yes,no,no,Vegetarian,Gluten-free,
Radisson On Flagstaff Gardens Melbourne,no,no,no,yes,no,no,no,Continental,Full English/Irish,Vegetarian
Citadines on Bourke Melbourne,no,yes,no,no,no,no,no,,,
"Adina Apartment Hotel Melbourne, Pentridge",no,yes,yes,yes,no,no,no,,,
Saint Kilda Beach Hotel - formerly Rydges St Kilda,no,yes,yes,yes,yes,yes,yes,Continental,Vegetarian,Gluten-free
Nesuto Docklands,no,no,no,no,no,yes,no,,,
View Melbourne,no,no,yes,no,yes,yes,no,Buffet,,
Quest Flemington Central,no,yes,no,no,no,yes,no,,,
Mantra Melbourne Airport,no,no,no,yes,yes,yes,no,Vegetarian,American,
lyf Collingwood Melbourne,no,no,yes,no,no,yes,no,,,
Art Series - The Cullen,yes,no,yes,yes,no,yes,no,Continental,Full English/Irish,Vegetarian
ibis Melbourne Central,no,no,no,yes,no,yes,no,Full English/Irish,Gluten-free,
Mercure Melbourne St Kilda Road,no,no,no,no,no,yes,no,Continental,Full English/Irish,Vegetarian
Mercure North Melbourne,no,no,no,yes,no,yes,yes,Continental,Full English/Irish,Vegetarian
Porter Club - The Kinson,yes,yes,yes,no,no,no,no,,,
The Interlude,no,no,yes,no,no,no,no,Continental,,
"Hyatt Place Melbourne, Essendon Fields",no,no,yes,no,no,no,no,Continental,,
Toorak Manor Hotel,yes,yes,yes,no,no,no,no,Continental,,
Pullman Melbourne On the Park,no,no,no,no,yes,no,yes,Buffet,,
The Prince,no,no,no,no,yes,no,yes,,,
The Hotel Windsor,no,no,no,no,yes,yes,no,Full English/Irish,,
Novotel Melbourne Preston,no,no,no,no,no,yes,no,Full English/Irish,Vegetarian,
Melbourne Metropole Central,no,yes,yes,no,no,yes,no,,,
Crest on Park,yes,yes,yes,no,no,yes,no,,,
Hotel Collins,yes,yes,yes,no,no,yes,yes,,,
Mercure Melbourne Albert Park,no,no,no,no,no,yes,no,Continental,Vegetarian,Vegan
Novotel Melbourne Preston,no,no,no,no,no,yes,no,Full English/Irish,Vegetarian,
"Kimberley Gardens Hotel, Serviced Apartments and Serviced Villas",no,yes,no,no,no,yes,no,,,
Adara Richmond,yes,yes,yes,no,no,yes,no,,,
"Holiday Inn Melbourne Airport, an IHG Hotel",no,no,no,yes,yes,no,no,Continental,Full English/Irish,Vegetarian
Meriton Suites King Street Melbourne,no,no,yes,no,no,yes,no,,,
Quest Collingwood,no,yes,yes,no,no,yes,no,Breakfast to go,,
BEST WESTERN PLUS Travel Inn,no,no,no,yes,no,yes,no,Continental,Full English/Irish,
Melbourne South Yarra Central Apartment Hotel,yes,yes,yes,no,no,yes,no,,,
Tolarno Hotel,yes,yes,yes,no,no,yes,no,,,
The Victoria Hotel,no,no,yes,no,yes,yes,yes,Buffet,,
Punthill South Yarra Grand,no,yes,no,no,no,yes,yes,,,
Mercure Melbourne Southbank,no,yes,yes,yes,no,yes,no,Full English/Irish,,
Brady Hotels Jones Lane,no,no,yes,no,no,yes,no,,,
Davis Avenue Apartments,yes,no,yes,no,no,yes,no,,,
Punthill Essendon,no,yes,yes,no,no,yes,no,,,
"The Ritz-Carlton, Melbourne",no,no,no,no,no,yes,no,,,
Mantra on Jolimont,no,yes,yes,no,no,yes,no,Continental,Full English/Irish,Gluten-free
Cosmopolitan Hotel Melbourne,no,yes,no,no,no,yes,no,,,
Pullman Melbourne Albert Park,no,no,no,no,yes,yes,no,Continental,Full English/Irish,Vegetarian
Caroline Serviced Apartments Richmond,yes,yes,yes,no,no,yes,no,,,
The Courthouse Hotel,yes,no,no,no,yes,no,no,,,
Seasons Botanic Gardens,no,no,yes,no,no,no,yes,,,
Quest St Kilda Road,no,no,no,no,no,yes,no,,,
Oaks Melbourne on William Suites,no,yes,yes,no,no,yes,no,,,
Brady Apartment Hotel Hardware Lane,yes,yes,no,no,no,yes,no,,,
Hotel Collins,yes,yes,yes,no,no,yes,yes,,,
Lanbruk Richmond Hill,no,yes,yes,no,no,yes,no,,,
The Jazz Corner Hotel Melbourne,no,no,yes,no,no,yes,no,Full English/Irish,,
Carlton Lygon Lodge,no,yes,yes,no,no,yes,no,,,
Flinders Landing Apartments,yes,yes,yes,no,no,yes,yes,,,
Caroline Serviced Apartments Brighton,yes,yes,yes,no,no,yes,no,,,
Adara Richmond,yes,yes,yes,no,no,yes,no,,,
Oaks Melbourne South Yarra Suites,yes,no,yes,no,no,yes,yes,,,
Quest St Kilda Bayside,no,yes,no,no,no,yes,yes,Continental,,
Quality Hotel Melbourne Airport,no,yes,yes,no,no,yes,no,,,
Adina Apartment Hotel Melbourne Flinders Street,no,yes,no,no,no,yes,yes,,,
The Motley Hotel,no,no,yes,yes,yes,yes,no,,,
Plough Hotel,yes,no,yes,yes,yes,yes,no,,,
Quest Prahran,no,yes,yes,no,no,yes,no,,,
Birches Serviced Apartments,yes,no,no,no,no,yes,no,,,
Quest Preston,no,yes,no,no,no,yes,no,,,
Mercure Welcome Melbourne,no,no,no,no,no,yes,no,Full English/Irish,American,Breakfast to go
Veriu Queen Victoria Market,no,yes,yes,no,no,yes,no,,,
Punthill Essendon North,no,yes,yes,no,no,yes,no,,,
Essence Hotel Carlton,no,no,no,no,no,yes,yes,,,
Jasper Boutique Hotel,yes,no,no,no,no,yes,no,Continental,Full English/Irish,
ibis Melbourne Hotel and Apartments,yes,yes,yes,no,no,no,no,Full English/Irish,Vegetarian,Vegan
Sixty Two On Grey Serviced Apartments,yes,no,yes,no,no,yes,no,,,
Apartments of South Yarra,yes,no,yes,no,no,yes,no,,,
The Como Melbourne - MGallery,no,yes,no,no,no,yes,no,Continental,Vegetarian,Vegan
Melbourne South Yarra Central Apartment Hotel,yes,yes,yes,no,no,yes,no,,,
Quest Moonee Valley,yes,yes,yes,no,no,yes,no,,,
Brunswick Tower Hotel,yes,yes,yes,yes,no,yes,yes,,,
Park Regis Griffin Suites,no,yes,yes,no,no,yes,no,,,
YTI Garden Hotel,yes,yes,yes,no,no,yes,yes,,,
AKOM AT Docklands,no,yes,yes,no,no,yes,yes,,,
Punthill South Yarra Grand,no,yes,no,no,no,yes,yes,,,
City Edge South Melbourne Apartment Hotel,yes,no,yes,no,no,yes,yes,,,
MVV Motel & Comfy Kew Apartments,yes,no,no,no,no,yes,yes,,,
Park Hyatt Melbourne,no,no,no,no,no,no,no,Continental,Full English/Irish,Asian
Melbourne Carlton Central Apartment Hotel,no,yes,yes,no,no,yes,no,,,
Clocktower Apartment Hotel,yes,yes,yes,no,no,yes,yes,,,
District Apartments Fitzroy,yes,yes,yes,no,no,yes,yes,,,
Pullman Melbourne on Swanston,no,yes,no,no,yes,no,no,Continental,Vegetarian,Vegan
Art Series - The Larwill Studio,no,no,yes,no,no,yes,no,Continental,Full English/Irish,Vegetarian
Quest Bundoora,yes,yes,yes,no,no,yes,no,,,
Quest East Melbourne,yes,no,yes,no,no,no,no,,,
Best Western Queen Victoria Market Hotel,yes,yes,yes,no,no,yes,no,Continental,,
City Edge North Melbourne Apartment Hotel,yes,no,yes,no,no,yes,yes,,,
Quality Apartments Melbourne Central,yes,yes,yes,no,no,yes,yes,Continental,Breakfast to go,
Hotel No,yes,no,yes,no,no,yes,no,,,
Corporate Living Accommodation Abbotsford,no,yes,no,no,no,yes,no,,,
Le Méridien Melbourne,no,no,yes,no,no,yes,no,Continental,Full English/Irish,Vegetarian
Brady Apartment Hotel Flinders Street,yes,no,no,no,no,no,no,,,
ibis Budget - Fawkner,yes,no,yes,no,no,yes,no,Continental,,
Davis Avenue Apartments,yes,no,yes,no,no,yes,no,,,
RNR Serviced Apartments North Melbourne,no,yes,yes,no,no,yes,yes,,,
Quest Jolimont,yes,yes,yes,no,no,yes,no,,,
Comfort Hotel Melbourne Central,no,no,yes,no,no,no,no,Continental,,
Brighton Serviced Apartments,yes,yes,yes,no,no,no,no,,,
Quest Melbourne Airport,no,yes,yes,no,no,yes,no,Continental,,
Punthill Essendon,no,yes,yes,no,no,yes,no,,,
Saint Domain,yes,no,yes,no,no,yes,yes,,,
Royal Hotel by Nightcap Social,no,no,yes,yes,yes,no,no,,,
Mantra Southbank,no,yes,no,no,no,no,yes,Italian,Full English/Irish,Vegetarian
Quay West Suites Melbourne,no,no,no,no,no,no,no,Continental,Vegetarian,Gluten-free
381 Cremorne,no,yes,yes,no,no,yes,no,,,
Avani Melbourne Central Residences,no,yes,yes,no,no,no,no,,,
The Parkmore Hotel,yes,no,no,no,no,no,yes,,,
QT Melbourne,no,no,no,yes,yes,no,yes,Full English/Irish,Vegetarian,Vegan
Element Melbourne Richmond,no,no,no,yes,no,no,no,Continental,American,
Punthill Apartment Hotel - Manhattan,no,yes,yes,no,no,yes,yes,,,
Mantra on Little Bourke,no,yes,yes,no,yes,yes,yes,American,,
Lancemore Crossley St. Melbourne,no,no,no,no,yes,no,yes,Continental,,
